status,upload_date,size_kb,identity_name_guess,live_profiles_with_this_identity_name,live_scenarios_with_this_identity,template_scenarios_with_this_identity,s3_key,url,gsheet_preview
orphan,2025-11-09 22:45:25,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/9fa4006f-28ef-40d6-9d04-959a0eab97aa/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9fa4006f-28ef-40d6-9d04-959a0eab97aa/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9fa4006f-28ef-40d6-9d04-959a0eab97aa/acrobat.jpg"")"
orphan,2025-11-09 22:45:25,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/1163e9a0-ef8c-4d3c-a187-90766916e8b1/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/1163e9a0-ef8c-4d3c-a187-90766916e8b1/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/1163e9a0-ef8c-4d3c-a187-90766916e8b1/princess_wife.jpg"")"
orphan,2025-11-09 22:45:26,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/a93394ca-4e4b-42f1-aec1-6b159ec6c597/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a93394ca-4e4b-42f1-aec1-6b159ec6c597/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a93394ca-4e4b-42f1-aec1-6b159ec6c597/empowered_mother.jpg"")"
orphan,2025-11-09 22:45:27,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/f27a9ad5-ad9b-4826-b246-b60eddc9071b/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f27a9ad5-ad9b-4826-b246-b60eddc9071b/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f27a9ad5-ad9b-4826-b246-b60eddc9071b/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:45:31,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/6fa7aa16-f2db-4bbe-9e44-a7dbccb114dc/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6fa7aa16-f2db-4bbe-9e44-a7dbccb114dc/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6fa7aa16-f2db-4bbe-9e44-a7dbccb114dc/magical_healer.jpg"")"
orphan,2025-11-09 22:45:31,437,successful entrepenuer,,,,media/76258874-a40e-488d-84f0-5361002203f7/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/76258874-a40e-488d-84f0-5361002203f7/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/76258874-a40e-488d-84f0-5361002203f7/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:45:32,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/7dc96279-81de-4575-be5b-ed25d400757d/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7dc96279-81de-4575-be5b-ed25d400757d/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7dc96279-81de-4575-be5b-ed25d400757d/power_banker.jpg"")"
orphan,2025-11-09 22:45:33,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/c2d76240-a427-4fc1-994b-8bb059faa6e8/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c2d76240-a427-4fc1-994b-8bb059faa6e8/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c2d76240-a427-4fc1-994b-8bb059faa6e8/creator.jpg"")"
orphan,2025-11-09 22:45:33,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/a50f5afc-c30f-4b22-9b21-b13a7c1985f7/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a50f5afc-c30f-4b22-9b21-b13a7c1985f7/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a50f5afc-c30f-4b22-9b21-b13a7c1985f7/elegant_icon.jpg"")"
orphan,2025-11-09 22:45:34,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/45a0ed57-db24-45cd-97ab-ae16a9f3123d/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/45a0ed57-db24-45cd-97ab-ae16a9f3123d/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/45a0ed57-db24-45cd-97ab-ae16a9f3123d/acrobat.jpg"")"
orphan,2025-11-09 22:45:34,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/225d6397-8758-48a0-84d1-4397dd092832/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/225d6397-8758-48a0-84d1-4397dd092832/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/225d6397-8758-48a0-84d1-4397dd092832/adventurer.jpg"")"
orphan,2025-11-09 22:45:35,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/7527aad4-c805-4330-8cc5-f124029740ab/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7527aad4-c805-4330-8cc5-f124029740ab/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7527aad4-c805-4330-8cc5-f124029740ab/princess_wife.jpg"")"
orphan,2025-11-09 22:45:36,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/145c24fc-fb92-4915-8afc-6b63ce7a879b/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/145c24fc-fb92-4915-8afc-6b63ce7a879b/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/145c24fc-fb92-4915-8afc-6b63ce7a879b/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:45:36,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/ebb838a2-daed-404f-afdd-29376c5d8349/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ebb838a2-daed-404f-afdd-29376c5d8349/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ebb838a2-daed-404f-afdd-29376c5d8349/empowered_mother.jpg"")"
orphan,2025-11-09 22:46:52,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/550d55b6-6a6a-4298-bdad-8873947ed5a3/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/550d55b6-6a6a-4298-bdad-8873947ed5a3/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/550d55b6-6a6a-4298-bdad-8873947ed5a3/magical_healer.jpg"")"
orphan,2025-11-09 22:46:52,437,successful entrepenuer,,,,media/8f780eef-6c87-4639-a946-db4559efcafc/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/8f780eef-6c87-4639-a946-db4559efcafc/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/8f780eef-6c87-4639-a946-db4559efcafc/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:46:53,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/45348447-711e-4c56-8e55-8ff5f90de3ac/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/45348447-711e-4c56-8e55-8ff5f90de3ac/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/45348447-711e-4c56-8e55-8ff5f90de3ac/power_banker.jpg"")"
orphan,2025-11-09 22:46:54,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/9d5dde76-63c7-4423-8fad-f0793920fd4c/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9d5dde76-63c7-4423-8fad-f0793920fd4c/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9d5dde76-63c7-4423-8fad-f0793920fd4c/creator.jpg"")"
orphan,2025-11-09 22:46:54,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/eba736c5-aaf8-4f23-b3fb-be87cbd0e0a4/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/eba736c5-aaf8-4f23-b3fb-be87cbd0e0a4/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/eba736c5-aaf8-4f23-b3fb-be87cbd0e0a4/elegant_icon.jpg"")"
orphan,2025-11-09 22:46:55,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/5fa212b2-baca-4f57-bc0e-9fdd8080a307/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/5fa212b2-baca-4f57-bc0e-9fdd8080a307/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/5fa212b2-baca-4f57-bc0e-9fdd8080a307/adventurer.jpg"")"
orphan,2025-11-09 22:46:56,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/04a7621b-ad08-4063-93d7-695b6a507153/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/04a7621b-ad08-4063-93d7-695b6a507153/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/04a7621b-ad08-4063-93d7-695b6a507153/acrobat.jpg"")"
orphan,2025-11-09 22:46:57,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/f83c3a7f-17e9-4c65-a0b9-3149168f160f/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f83c3a7f-17e9-4c65-a0b9-3149168f160f/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f83c3a7f-17e9-4c65-a0b9-3149168f160f/empowered_mother.jpg"")"
orphan,2025-11-09 22:46:57,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/e54301f6-6491-468b-ba49-c71421734c58/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e54301f6-6491-468b-ba49-c71421734c58/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e54301f6-6491-468b-ba49-c71421734c58/princess_wife.jpg"")"
orphan,2025-11-09 22:46:58,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/d5b13604-71a3-4d52-98bd-b45c6c5a44e2/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d5b13604-71a3-4d52-98bd-b45c6c5a44e2/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d5b13604-71a3-4d52-98bd-b45c6c5a44e2/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:47:02,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/bd781f54-6f39-43a8-8195-a960fd3a4fe0/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bd781f54-6f39-43a8-8195-a960fd3a4fe0/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bd781f54-6f39-43a8-8195-a960fd3a4fe0/magical_healer.jpg"")"
orphan,2025-11-09 22:47:02,437,successful entrepenuer,,,,media/8dbdbf74-7760-47e8-ac5a-e32bdaae90bd/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/8dbdbf74-7760-47e8-ac5a-e32bdaae90bd/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/8dbdbf74-7760-47e8-ac5a-e32bdaae90bd/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:47:03,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/66bd0821-005f-4c62-993b-6b3da9b25f7a/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/66bd0821-005f-4c62-993b-6b3da9b25f7a/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/66bd0821-005f-4c62-993b-6b3da9b25f7a/power_banker.jpg"")"
orphan,2025-11-09 22:47:04,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/24ad628a-e885-4422-9fd7-ab34c6c20fd2/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/24ad628a-e885-4422-9fd7-ab34c6c20fd2/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/24ad628a-e885-4422-9fd7-ab34c6c20fd2/creator.jpg"")"
